ip,subnet_24,zone_label,service_type,service_confidence,ports,protocols,community,degree,in_degree,out_degree,anomaly_score,anomaly_level,is_anomaly
10.10.8.133,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.28,10.10.6,"10.10.6|Web|443,1514,36000",Web,0.33,443|1514|36000,,212,2,5566,22,0.0611,Low,False
10.20.113.145,10.20.113,"10.20.113|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.113.133,10.10.113,"10.10.113|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.113.146,10.20.113,"10.20.113|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.113.135,10.10.113,"10.10.113|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.2.170,10.20.2,"10.20.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.14,10.10.6,10.10.6|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.3.30,10.10.3,10.10.3|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.7.29,10.10.7,10.10.7|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.2.26,10.20.2,10.20.2|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.113.143,10.20.113,10.20.113|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.113.144,10.20.113,10.20.113|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.4.135,10.10.4,10.10.4|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.113.134,10.10.113,10.10.113|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.0.154,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.154,10.10.6,"10.10.6|Logging|53,1514,36000",Logging,0.33,53|1514|36000,,15,2,5586,6085,0.1366,Low,False
10.20.0.10,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.26,10.10.4,"10.10.4|Infra|53,36000",Infra,0.5,53|36000,,6,2,0,6067,0.1366,Low,False
10.20.1.175,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.2.158,10.20.2,"10.20.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.2.34,10.20.2,"10.20.2|Web|443,1514,36000",Web,0.33,443|1514|36000,,209,2,5560,22,0.0611,Low,False
10.20.1.165,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.174,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.173,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.31,10.20.1,"10.20.1|Web|443,1514,36000",Web,0.33,443|1514|36000,,139,2,5580,22,0.0611,Low,False
10.20.0.49,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.3.49,10.20.3,"10.20.3|Web|443,1514,36000",Web,0.33,443|1514|36000,,269,2,5569,22,0.0611,Low,False
10.20.3.47,10.20.3,"10.20.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.40,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.171,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.166,10.20.1,"10.20.1|Web|443,1514,36000",Web,0.33,443|1514|36000,,157,2,5577,22,0.0611,Low,False
10.20.1.149,10.20.1,"10.20.1|Web|443,1514,36000",Web,0.33,443|1514|36000,,159,2,5556,22,0.0611,Low,False
10.20.1.21,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.158,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.163,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.160,10.20.1,10.20.1|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.0.38,10.20.0,"10.20.0|Web|443,1514,36000",Web,0.33,443|1514|36000,,364,2,5572,22,0.0611,Low,False
10.20.32.30,10.20.32,"10.20.32|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.14,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.34.5,10.20.34,"10.20.34|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.114.6,10.20.114,"10.20.114|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.2.6,10.20.2,"10.20.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.40,10.20.1,"10.20.1|Logging|1514,36000",Logging,0.5,1514|36000,,185,1,5565,21,0.0625,Low,False
10.20.0.133,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.8,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.156,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.27,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.29,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.156,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.3.9,10.20.3,"10.20.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.155,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.2.25,10.20.2,"10.20.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.3.19,10.20.3,"10.20.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.2.147,10.20.2,"10.20.2|Web|443,1514,36000",Web,0.33,443|1514|36000,,155,2,5573,22,0.0611,Low,False
10.20.3.17,10.20.3,"10.20.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.18,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.20,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.17,10.20.1,"10.20.1|Web|443,1514,36000",Web,0.33,443|1514|36000,,368,2,5574,22,0.0611,Low,False
10.10.0.18,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.142,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.18,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.24,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.7.14,10.10.7,"10.10.7|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.44,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.157,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.152,10.10.2,"10.10.2|Web|443,1514,36000",Web,0.33,443|1514|36000,,341,2,5568,22,0.0611,Low,False
10.10.5.157,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.154,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.29,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.0.28,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.35,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.173,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,56,2,0,5,0.0611,Low,False
10.10.5.152,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.44,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.156,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.172,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.169,10.10.4,"10.10.4|Web|443,1514,36000",Web,0.33,443|1514|36000,,299,2,5575,22,0.0611,Low,False
10.10.5.37,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.39,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.170,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.169,10.10.5,10.10.5|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.1.153,10.10.1,10.10.1|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.2.163,10.10.2,10.10.2|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.4.171,10.10.4,"10.10.4|Web|443,1514,36000",Web,0.33,443|1514|36000,,228,2,5578,22,0.0611,Low,False
10.10.4.167,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.152,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.47,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.151,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.150,10.10.2,"10.10.2|Web|443,1514,36000",Web,0.33,443|1514|36000,,214,2,5579,22,0.0611,Low,False
10.10.2.14,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.10,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.140,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.0.6,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.0.5,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.133,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.147,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.148,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.139,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.134,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.6,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.135,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.174,10.10.1,10.10.1|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.2.173,10.10.2,"10.10.2|Logging|1514,36000",Logging,0.5,1514|36000,,221,1,5573,21,0.0625,Low,False
10.10.5.22,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.142,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.139,10.10.5,"10.10.5|Web|443,1514,36000",Web,0.33,443|1514|36000,,157,2,5577,22,0.0611,Low,False
10.10.5.168,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.5,10.10.5,"10.10.5|Web|443,1514,36000",Web,0.33,443|1514|36000,,155,2,5573,22,0.0611,Low,False
10.10.4.150,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.146,10.10.4,"10.10.4|Web|443,1514,36000",Web,0.33,443|1514|36000,,341,2,5568,22,0.0611,Low,False
10.10.5.162,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.173,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.31,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.7,10.10.5,"10.10.5|Logging|1514,36000",Logging,0.5,1514|36000,,241,1,5575,21,0.0625,Low,False
10.10.5.21,10.10.5,10.10.5|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.5.11,10.10.5,10.10.5|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.7.33,10.10.7,"10.10.7|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.7.36,10.10.7,"10.10.7|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.164,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.165,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.39,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.40,10.10.6,"10.10.6|Web|443,1514,36000",Web,0.33,443|1514|36000,,155,2,5573,22,0.0611,Low,False
10.10.4.35,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.39,10.10.3,"10.10.3|Web|443,1514,36000",Web,0.33,443|1514|36000,,184,2,5576,22,0.0611,Low,False
10.10.3.36,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.160,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.39,10.10.6,"10.10.6|Web|443,1514,36000",Web,0.33,443|1514|36000,,343,2,5570,22,0.0611,Low,False
10.10.6.36,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.41,10.10.3,"10.10.3|Web|443,1514,36000",Web,0.33,443|1514|36000,,214,2,5579,22,0.0611,Low,False
10.10.6.26,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.5,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.19,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.113.5,10.10.113,"10.10.113|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.155,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.7.24,10.10.7,"10.10.7|Web|443,1514,36000",Web,0.33,443|1514|36000,,285,2,5567,22,0.0611,Low,False
10.10.7.18,10.10.7,"10.10.7|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.7.10,10.10.7,"10.10.7|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.24,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.25,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.8,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.153,10.10.3,"10.10.3|Web|443,1514",Web,0.5,443|1514,,192,2,5555,20,0.0183,Low,False
10.10.7.7,10.10.7,"10.10.7|Web|443,36000",Web,0.5,443|36000,,272,2,0,3,0.0938,Low,False
10.10.6.19,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.137,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.10,10.10.6,"10.10.6|Web|443,1514,36000",Web,0.33,443|1514|36000,,364,2,5572,22,0.0611,Low,False
10.10.3.16,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.7.27,10.10.7,"10.10.7|Web|443,1514,36000",Web,0.33,443|1514|36000,,199,2,5571,22,0.0611,Low,False
10.10.6.13,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.7.20,10.10.7,"10.10.7|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.142,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.23,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.134,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.29,10.10.4,"10.10.4|Web|443,1514,36000",Web,0.33,443|1514|36000,,184,2,5576,22,0.0611,Low,False
10.10.7.12,10.10.7,"10.10.7|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.141,10.10.6,"10.10.6|Web|443,1514,36000",Web,0.33,443|1514|36000,,199,2,5571,22,0.0611,Low,False
10.10.6.6,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.170,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.142,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.173,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.30,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.36,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.45,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.154,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.49,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.33.135,10.20.33,"10.20.33|Logging|1514,36000",Logging,0.5,1514|36000,,221,1,5573,21,0.0625,Low,False
10.20.33.136,10.20.33,10.20.33|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.2.176,10.20.2,"10.20.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.44,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.31,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.160,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.2.177,10.20.2,"10.20.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.156,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.155,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.0.31,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.22,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.29,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.134,10.10.2,"10.10.2|Web|443,1514,36000",Web,0.33,443|1514|36000,,212,2,5566,22,0.0611,Low,False
10.10.1.156,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.158,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.31,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.136,10.10.2,"10.10.2|Web|443,1514,36000",Web,0.33,443|1514|36000,,368,2,5574,22,0.0611,Low,False
10.10.0.17,10.10.0,"10.10.0|Web|443,1514,36000",Web,0.33,443|1514|36000,,341,2,5568,22,0.0611,Low,False
10.10.5.156,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.159,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.155,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.3.31,10.20.3,"10.20.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.177,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.26,10.10.2,"10.10.2|Web|443,1514,36000",Web,0.33,443|1514|36000,,114,2,5565,22,0.0611,Low,False
10.10.2.45,10.10.2,"10.10.2|Web|443,1514,36000",Web,0.33,443|1514|36000,,199,2,5571,22,0.0611,Low,False
10.10.1.157,10.10.1,"10.10.1|Web|443,1514,36000",Web,0.33,443|1514|36000,,114,2,5565,22,0.0611,Low,False
10.10.5.170,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.3.45,10.20.3,"10.20.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.2.175,10.20.2,"10.20.2|Web|443,1514",Web,0.5,443|1514,,171,2,5567,20,0.0183,Low,False
10.20.0.176,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,272,2,0,3,0.0938,Low,False
10.20.1.47,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.176,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.8.22,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.8.21,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.8.24,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.8.20,10.10.8,"10.10.8|Web|443,1514,36000",Web,0.33,443|1514|36000,,299,2,5575,22,0.0611,Low,False
10.10.1.155,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.159,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.31,10.20.0,"10.20.0|Web|443,1514,36000",Web,0.33,443|1514|36000,,124,2,5584,22,0.0611,Low,False
10.10.64.134,10.10.64,"10.10.64|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.3.26,10.20.3,"10.20.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.2.148,10.20.2,"10.20.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.14,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.176,10.10.5,"10.10.5|Logging|1514,36000",Logging,0.5,1514|36000,,143,1,5563,21,0.0625,Low,False
10.10.4.43,10.10.4,10.10.4|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.0.15,10.10.0,"10.10.0|Logging|1514,36000",Logging,0.5,1514|36000,,191,1,5561,21,0.0625,Low,False
10.10.0.29,10.10.0,10.10.0|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.4.7,10.10.4,"10.10.4|Web|443,1514,36000",Web,0.33,443|1514|36000,,225,2,5564,22,0.0611,Low,False
10.10.6.31,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.5,10.10.4,"10.10.4|Web|443,1514,36000",Web,0.33,443|1514|36000,,343,2,5570,22,0.0611,Low,False
10.10.3.135,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.11,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.21,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.64.6,10.10.64,10.10.64|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.6.136,10.10.6,10.10.6|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.3.169,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.22,10.10.6,"10.10.6|Web|443,1514,36000",Web,0.33,443|1514|36000,,184,2,5576,22,0.0611,Low,False
10.10.3.156,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.29,10.10.3,"10.10.3|Web|443,1514,36000",Web,0.33,443|1514|36000,,187,2,5583,22,0.0611,Low,False
10.10.3.140,10.10.3,"10.10.3|Web|443,1514,36000",Web,0.33,443|1514|36000,,269,2,5569,22,0.0611,Low,False
10.10.6.157,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.41,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
